nomor_pohon,barcode_pohon,jenis_pohon,nomor_petak,luas_petak,nomor_jalur,arah_jalur,panjang_jalur,status_pohon, monitoring ,icon,Longitude,Latitude, panjang_pohon ,pangkal_pohon,ujung_pohon,rata_rata_pohon, volume_pohon ,no_produk,image1,image2
2657,1904A09SMLJ0000000000136411,Meranti Kuning,X-19,70,32,SELATAN,660,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8017713,2.097846675,0,0,0,0,0,0,media/,media/
2664,1904A09SMLJ0000000000136412,Meranti Kuning,X-19,70,32,SELATAN,660,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8016615,2.097685278,0,0,0,0,0,0,media/,media/
2676,1904A09SMLJ0000000000136459,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8018513,2.098012454,0,0,0,0,0,0,media/,media/
2677,1904A09SMLJ0000000000136460,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8018873,2.0980396,0,0,0,0,0,0,media/,media/
2689,1904A09SMLJ0000000000136504,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020243,2.099158443,0,0,0,0,0,0,media/,media/
2690,1904A09SMLJ0000000000136505,Meranti Merah,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020063,2.099185582,0,0,0,0,0,0,media/,media/
2699,1904A09SMLJ0000000000136506,Meranti Merah,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8019599,2.099768739,0,0,0,0,0,0,media/,media/
2700,1904A09SMLJ0000000000136461,Nyatoh,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8019959,2.099777791,0,0,0,0,0,0,media/,media/
2708,1904A09SMLJ0000000000136507,Meranti Merah,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020119,2.100291629,0,0,0,0,0,0,media/,media/
2709,1904A09SMLJ0000000000136463,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.801991,2.100336086,0,0,0,0,0,0,media/,media/
2710,1904A09SMLJ0000000000136508,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802018,2.100381325,0,0,0,0,0,0,media/,media/
2712,1904A09SMLJ0000000000136464,Meranti Merah,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802045,2.100399423,0,0,0,0,0,0,media/,media/
2713,1904A09SMLJ0000000000136465,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802,2.100444653,0,0,0,0,0,0,media/,media/
2720,1904A09SMLJ0000000000136509,Meranti Merah,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8019826,2.101256164,0,0,0,0,0,0,media/,media/
2722,1904A09SMLJ0000000000136510,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020231,2.101417924,0,0,0,0,0,0,media/,media/
2723,1904A09SMLJ0000000000136466,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.80205,2.101436021,0,0,0,0,0,0,media/,media/
2735,1904A09SMLJ0000000000136444,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020425,2.102150506,0,0,0,0,0,0,media/,media/
2737,1904A09SMLJ0000000000136467,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021504,2.102186708,0,0,0,0,0,0,media/,media/
2740,1904A09SMLJ0000000000136445,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802013,2.102228759,0,0,0,0,0,0,media/,media/
2759,1904A09SMLJ0000000000136469,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021262,2.103128028,0,0,0,0,0,0,media/,media/
2764,1904A09SMLJ0000000000136446,Keruing,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021776,2.103336957,0,0,0,0,0,0,media/,media/
2769,1904A09SMLJ0000000000136447,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021056,2.103463608,0,0,0,0,0,0,media/,media/
2770,1904A09SMLJ0000000000136448,Meranti Merah,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021416,2.10347266,0,0,0,0,0,0,media/,media/
2771,1904A09SMLJ0000000000136470,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802193,2.10350976,0,0,0,0,0,0,media/,media/
2773,1904A09SMLJ0000000000136452,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802139,2.103591177,0,0,0,0,0,0,media/,media/
2774,1904A09SMLJ0000000000136443,Meranti Kuning,X-19,70,33,UTARA,662,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802148,2.103627367,0,0,0,0,0,0,media/,media/
2777,1904A09SMLJ0000000000136420,Meranti Merah,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022407,2.102626901,0,0,0,0,0,0,media/,media/
2795,1904A09SMLJ0000000000136421,Meranti Kuning,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023393,2.100291228,0,0,0,0,0,0,media/,media/
2807,1904A09SMLJ0000000000136415,Jelutung,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022715,2.099448367,0,0,0,0,0,0,media/,media/
2811,1904A09SMLJ0000000000136416,Meranti Kuning,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802145,2.09903787,0,0,0,0,0,0,media/,media/
2819,1904A09SMLJ0000000000136422,Meranti Kuning,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022212,2.098652214,0,0,0,0,0,0,media/,media/
2820,1904A09SMLJ0000000000136417,Sindur,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022302,2.098570791,0,0,0,0,0,0,media/,media/
2821,1904A09SMLJ0000000000136423,Meranti Merah,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022662,2.098561748,0,0,0,0,0,0,media/,media/
2829,1904A09SMLJ0000000000136424,Meranti Kuning,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021276,2.098158776,0,0,0,0,0,0,media/,media/
2834,1904A09SMLJ0000000000136418,Meranti Kuning,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022251,2.098047394,0,0,0,0,0,0,media/,media/
2837,1904A09SMLJ0000000000136425,Meranti Merah,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021172,2.097975004,0,0,0,0,0,0,media/,media/
2838,1904A09SMLJ0000000000136419,Meranti Kuning,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021532,2.097929772,0,0,0,0,0,0,media/,media/
2841,1904A09SMLJ0000000000136426,Meranti Merah,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022215,2.097793274,0,0,0,0,0,0,media/,media/
2843,1904A09SMLJ0000000000136427,Meranti Merah,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021856,2.097766128,0,0,0,0,0,0,media/,media/
2848,1904A09SMLJ0000000000136428,Meranti Merah,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022626,2.097652479,0,0,0,0,0,0,media/,media/
2879,1904A09SMLJ0000000000136429,Meranti Merah,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020863,2.097377647,0,0,0,0,0,0,media/,media/
2887,1904A09SMLJ0000000000136471,Meranti Merah,X-19,70,34,SELATAN,665,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020593,2.097305266,0,0,0,0,0,0,media/,media/
2895,1904A09SMLJ0000000000136499,Meranti Kuning,X-19,70,35,UTARA,667,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022817,2.098157253,0,0,0,0,0,0,media/,media/
2898,1904A09SMLJ0000000000136453,Meranti Kuning,X-19,70,35,UTARA,667,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8024103,2.098431825,0,0,0,0,0,0,media/,media/
2899,1904A09SMLJ0000000000136500,Meranti Kuning,X-19,70,35,UTARA,667,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023743,2.098477057,0,0,0,0,0,0,media/,media/
2923,1904A09SMLJ0000000000136454,Keruing,X-19,70,35,UTARA,667,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023864,2.100542355,0,0,0,0,0,0,media/,media/
2931,1904A09SMLJ0000000000136455,Terap,X-19,70,35,UTARA,667,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8024524,2.101092032,0,0,0,0,0,0,media/,media/
2941,1904A09SMLJ0000000000136456,Meranti Kuning,X-19,70,35,UTARA,667,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8024729,2.101525991,0,0,0,0,0,0,media/,media/
2942,1904A09SMLJ0000000000136501,Meranti Kuning,X-19,70,35,UTARA,667,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802458,2.101680869,0,0,0,0,0,0,media/,media/
2944,1904A09SMLJ0000000000136502,Meranti Merah,X-19,70,35,UTARA,667,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023771,2.101735141,0,0,0,0,0,0,media/,media/
2976,1904A09SMLJ0000000000136458,Meranti Kuning,X-19,70,35,UTARA,667,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8025217,2.103457563,0,0,0,0,0,0,media/,media/
2980,1904A09SMLJ0000000000136503,Meranti Merah,X-19,70,35,UTARA,667,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8025126,2.103566127,0,0,0,0,0,0,media/,media/
3037,1904A09SMLJ0000000000136511,Meranti Merah,X-19,70,36,SELATAN,680,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8025512,2.099518258,0,0,0,0,0,0,media/,media/
3047,1904A09SMLJ0000000000136474,Meranti Kuning,X-19,70,36,SELATAN,680,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8025783,2.098900023,0,0,0,0,0,0,media/,media/
3057,1904A09SMLJ0000000000136512,Meranti Kuning,X-19,70,36,SELATAN,680,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8026055,2.098661262,0,0,0,0,0,0,media/,media/
3059,1904A09SMLJ0000000000136475,Bangkirai,X-19,70,36,SELATAN,680,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8024797,2.098634104,0,0,0,0,0,0,media/,media/
3062,1904A09SMLJ0000000000136513,Meranti Kuning,X-19,70,36,SELATAN,680,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8026191,2.098372022,0,0,0,0,0,0,media/,media/
3076,1904A09SMLJ0000000000136476,Meranti Merah,X-19,70,36,SELATAN,680,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8025395,2.097862997,0,0,0,0,0,0,media/,media/
3090,1904A09SMLJ0000000000136491,Keruing,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027478,2.098538644,0,0,0,0,0,0,media/,media/
3091,1904A09SMLJ0000000000136492,Meranti Kuning,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027208,2.098547687,0,0,0,0,0,0,media/,media/
3096,1904A09SMLJ0000000000136493,Meranti Kuning,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8028254,2.098986337,0,0,0,0,0,0,media/,media/
3098,1904A09SMLJ0000000000136494,Meranti Kuning,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027885,2.099138765,0,0,0,0,0,0,media/,media/
3100,1904A09SMLJ0000000000136495,Jambu-jambu,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8026896,2.099193035,0,0,0,0,0,0,media/,media/
3105,1904A09SMLJ0000000000136496,Meranti Kuning,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027461,2.099643318,0,0,0,0,0,0,media/,media/
3108,1904A09SMLJ0000000000136497,Meranti Kuning,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027731,2.09980617,0,0,0,0,0,0,media/,media/
3117,1904A09SMLJ0000000000136498,Meranti Kuning,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027556,2.100130624,0,0,0,0,0,0,media/,media/
3133,1904A09SMLJ0000000000136530,Meranti Merah,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027887,2.101332356,0,0,0,0,0,0,media/,media/
3141,1904A09SMLJ0000000000136535,Meranti Merah,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027299,2.10158738,0,0,0,0,0,0,media/,media/
3152,1904A09SMLJ0000000000136531,Meranti Kuning,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8028639,2.102351896,0,0,0,0,0,0,media/,media/
3174,1904A09SMLJ0000000000136532,Meranti Kuning,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8028321,2.103407889,0,0,0,0,0,0,media/,media/
3191,1904A09SMLJ0000000000136533,Meranti Merah,X-19,70,37,UTARA,703,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8028333,2.104198462,0,0,0,0,0,0,media/,media/
3199,1904A09SMLJ0000000000136484,Meranti Kuning,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.803152,2.103547365,0,0,0,0,0,0,media/,media/
3211,1904A09SMLJ0000000000136485,Meranti Kuning,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030073,2.101974928,0,0,0,0,0,0,media/,media/
3212,1904A09SMLJ0000000000136486,Meranti Kuning,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029915,2.101851526,0,0,0,0,0,0,media/,media/
3245,1904A09SMLJ0000000000136487,Meranti Kuning,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029042,2.099916194,0,0,0,0,0,0,media/,media/
3256,1904A09SMLJ0000000000136525,Meranti Kuning,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802876,2.099347103,0,0,0,0,0,0,media/,media/
3274,1904A09SMLJ0000000000136526,Meranti Merah,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029156,2.098201453,0,0,0,0,0,0,media/,media/
3276,1904A09SMLJ0000000000136488,Meranti Kuning,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029358,2.0981403,0,0,0,0,0,0,media/,media/
3277,1904A09SMLJ0000000000136527,Meranti Kuning,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029358,2.098095065,0,0,0,0,0,0,media/,media/
3280,1904A09SMLJ0000000000136489,Meranti Merah,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8028458,2.098022676,0,0,0,0,0,0,media/,media/
3286,1904A09SMLJ0000000000136528,Meranti Kuning,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029137,2.097704273,0,0,0,0,0,0,media/,media/
3288,1904A09SMLJ0000000000136490,Meranti Kuning,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8028777,2.097659032,0,0,0,0,0,0,media/,media/
3291,1904A09SMLJ0000000000136529,Meranti Kuning,X-19,70,38,SELATAN,727,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802916,2.097466188,0,0,0,0,0,0,media/,media/
3301,1904A09SMLJ0000000000136580,Meranti Kuning,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030422,2.098252134,0,0,0,0,0,0,media/,media/
3304,1904A09SMLJ0000000000136557,Jambu-jambu,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030804,2.098475819,0,0,0,0,0,0,media/,media/
3308,1904A09SMLJ0000000000136558,Meranti Merah,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030985,2.098668393,0,0,0,0,0,0,media/,media/
3314,1904A09SMLJ0000000000136559,Meranti Merah,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8031976,2.098943926,0,0,0,0,0,0,media/,media/
3318,1904A09SMLJ0000000000136560,Meranti Kuning,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.803197,2.099504659,0,0,0,0,0,0,media/,media/
3336,1904A09SMLJ0000000000136515,Meranti Kuning,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8031604,2.100770238,0,0,0,0,0,0,media/,media/
3343,1904A09SMLJ0000000000136538,Meranti Merah,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8031516,2.101074587,0,0,0,0,0,0,media/,media/
3348,1904A09SMLJ0000000000136539,Nyatoh,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8031789,2.101527507,0,0,0,0,0,0,media/,media/
3351,1904A09SMLJ0000000000136516,Meranti Kuning,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8033411,2.101806452,0,0,0,0,0,0,media/,media/
3366,1904A09SMLJ0000000000136517,Meranti Merah,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8033535,2.103270193,0,0,0,0,0,0,media/,media/
3375,1904A09SMLJ0000000000136540,Meranti Merah,X-19,70,39,UTARA,748,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.803315,2.103864262,0,0,0,0,0,0,media/,media/
3387,1904A09SMLJ0000000000136519,Meranti Kuning,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036047,2.103417874,0,0,0,0,0,0,media/,media/
3391,1904A09SMLJ0000000000136520,Meranti Kuning,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8035157,2.103042978,0,0,0,0,0,0,media/,media/
3395,1904A09SMLJ0000000000136521,Jambu-jambu,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8034836,2.102503305,0,0,0,0,0,0,media/,media/
3396,1904A09SMLJ0000000000136479,Meranti Merah,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8034926,2.102485212,0,0,0,0,0,0,media/,media/
3400,1904A09SMLJ0000000000136480,Meranti Merah,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8035566,2.102311596,0,0,0,0,0,0,media/,media/
3408,1904A09SMLJ0000000000136481,Nyatoh,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.803508,2.101592017,0,0,0,0,0,0,media/,media/
3410,1904A09SMLJ0000000000136482,Meranti Kuning,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8034673,2.101522816,0,0,0,0,0,0,media/,media/
3411,1904A09SMLJ0000000000136522,Nyatoh,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8034403,2.101432341,0,0,0,0,0,0,media/,media/
3417,1904A09SMLJ0000000000136483,Meranti Kuning,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8035385,2.101136016,0,0,0,0,0,0,media/,media/
3420,1904A09SMLJ0000000000136518,Meranti Kuning,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8035517,2.100978175,0,0,0,0,0,0,media/,media/
3426,1904A09SMLJ0000000000136523,Meranti Merah,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8035544,2.100473777,0,0,0,0,0,0,media/,media/
3439,1904A09SMLJ0000000000136514,Meranti Kuning,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8033801,2.099385793,0,0,0,0,0,0,media/,media/
3440,1904A09SMLJ0000000000136536,Meranti Kuning,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.803398,2.099358654,0,0,0,0,0,0,media/,media/
3442,1904A09SMLJ0000000000136537,Meranti Kuning,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8033539,2.09924248,0,0,0,0,0,0,media/,media/
3449,1904A09SMLJ0000000000136601,Meranti Merah,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8033947,2.098605118,0,0,0,0,0,0,media/,media/
3452,1904A09SMLJ0000000000136602,Meranti Kuning,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8034229,2.098482211,0,0,0,0,0,0,media/,media/
3458,1904A09SMLJ0000000000136603,Meranti Merah,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8034432,2.098022341,0,0,0,0,0,0,media/,media/
3459,1904A09SMLJ0000000000136581,Meranti Kuning,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8034072,2.098004243,0,0,0,0,0,0,media/,media/
3466,1904A09SMLJ0000000000136604,Meranti Merah,X-19,70,40,SELATAN,750,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8033657,2.097209444,0,0,0,0,0,0,media/,media/
3472,1904A09SMLJ0000000000136561,Meranti Merah,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8037416,2.09794191,0,0,0,0,0,0,media/,media/
3476,1904A09SMLJ0000000000136563,Keruing,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8037119,2.098375975,0,0,0,0,0,0,media/,media/
3481,1904A09SMLJ0000000000136564,Bangkirai,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8037498,2.098799091,0,0,0,0,0,0,media/,media/
3488,1904A09SMLJ0000000000136541,Bangkirai,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036752,2.099521682,0,0,0,0,0,0,media/,media/
3490,1904A09SMLJ0000000000136565,Kembang Semangkok,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036883,2.099689152,0,0,0,0,0,0,media/,media/
3496,1904A09SMLJ0000000000136542,Bangkirai,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036923,2.099984304,0,0,0,0,0,0,media/,media/
3498,1904A09SMLJ0000000000136543,Meranti Kuning,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036923,2.100047634,0,0,0,0,0,0,media/,media/
3502,1904A09SMLJ0000000000136544,Meranti Merah,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8037541,2.100389253,0,0,0,0,0,0,media/,media/
3509,1904A09SMLJ0000000000136566,Keruing,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036789,2.100921125,0,0,0,0,0,0,media/,media/
3510,1904A09SMLJ0000000000136567,Meranti Kuning,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8037239,2.100984461,0,0,0,0,0,0,media/,media/
3513,1904A09SMLJ0000000000136545,Meranti Kuning,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036559,2.101170016,0,0,0,0,0,0,media/,media/
3516,1904A09SMLJ0000000000136568,Meranti Kuning,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8037403,2.101613254,0,0,0,0,0,0,media/,media/
3525,1904A09SMLJ0000000000136569,Meranti Kuning,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8038167,2.102512111,0,0,0,0,0,0,media/,media/
3526,1904A09SMLJ0000000000136546,Meranti Merah,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036818,2.102530188,0,0,0,0,0,0,media/,media/
3528,1904A09SMLJ0000000000136570,Meranti Kuning,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8037742,2.102924708,0,0,0,0,0,0,media/,media/
3537,1904A09SMLJ0000000000136547,Meranti Merah,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8037723,2.103769231,0,0,0,0,0,0,media/,media/
3539,1904A09SMLJ0000000000136571,Meranti Kuning,X-19,70,41,UTARA,753,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8037226,2.103891432,0,0,0,0,0,0,media/,media/
3541,1904A09SMLJ0000000000136592,Meranti Merah,X-19,70,42,SELATAN,743,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8041093,2.103130185,0,0,0,0,0,0,media/,media/
3543,1904A09SMLJ0000000000136611,Meranti Kuning,X-19,70,42,SELATAN,743,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8040284,2.10304875,0,0,0,0,0,0,media/,media/
3545,1904A09SMLJ0000000000136612,Meranti Merah,X-19,70,42,SELATAN,743,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8039654,2.102976365,0,0,0,0,0,0,media/,media/
3550,1904A09SMLJ0000000000136593,Meranti Kuning,X-19,70,42,SELATAN,743,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8039606,2.102668695,0,0,0,0,0,0,media/,media/
3570,1904A09SMLJ0000000000136614,Meranti Kuning,X-19,70,42,SELATAN,743,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8039559,2.100565186,0,0,0,0,0,0,media/,media/
3574,1904A09SMLJ0000000000136615,Meranti Kuning,X-19,70,42,SELATAN,743,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8039487,2.100276652,0,0,0,0,0,0,media/,media/
3578,1904A09SMLJ0000000000136594,Meranti Merah,X-19,70,42,SELATAN,743,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8038583,2.099649618,0,0,0,0,0,0,media/,media/
