nomor_pohon,barcode_pohon,jenis_pohon,nomor_petak,luas_petak,Group,Icon,nomor_jalur,no_produk,rata_rata_pohon,panjang_pohon,pangkal_pohon,ujung_pohon,volume_pohon,arah_jalur,Latitude,Longitude,status_tebang,panjang_jalur,status_pohon,Image1,Image1Caption,Image1Source,Image1SourceLink,Image2,Image2Caption,Image2Source,Image2SourceLink,Image3,Image3Caption,Image3Source,Image3SourceLink,Image4,Image4Caption,Image4Source,Image4SourceLink,chart_link
1624,1904A09SMLJ0000000000140015,Keruing,X-11,97,Pohon Muda,icon/young_tree.svg,37,,,,,,,UTARA,2.113986696,116.8300418,Belum Tebang,724,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1628,1904A09SMLJ0000000000140016,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,37,,,,,,,UTARA,2.114376707,116.8300056,Belum Tebang,724,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1645,1904A09SMLJ0000000000140017,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,37,,,,,,,UTARA,2.11651005,116.8301122,Belum Tebang,724,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1646,1904A09SMLJ0000000000140018,Medang,X-11,97,Pohon Muda,icon/young_tree.svg,37,,,,,,,UTARA,2.116564331,116.8300942,Belum Tebang,724,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1649,1904A09SMLJ0000000000140019,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,37,1284,80,22.2,95,65,10.27,UTARA,2.11711967,116.8300939,Sudah Tebang,724,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1652,1904A09SMLJ0000000000140020,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,37,,,,,,,UTARA,2.117460919,116.8300577,Belum Tebang,724,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1654,1904A09SMLJ0000000000140021,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,37,1314,81,12.5,87,75,6.44,UTARA,2.118357272,116.8300031,Sudah Tebang,724,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1660,1904A09SMLJ0000000000140022,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,37,,,,,,,UTARA,2.119273075,116.8299936,Belum Tebang,724,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1666,1904A09SMLJ0000000000139994,Kapur,X-11,97,Pohon Muda,icon/young_tree.svg,38,,,,,,,SELATAN,2.11946078,116.8302692,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1671,1904A09SMLJ0000000000140024,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,38,,,,,,,SELATAN,2.118974127,116.8302101,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1672,1904A09SMLJ0000000000142554,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,38,,,,,,,SELATAN,2.118928886,116.8301652,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1675,1904A09SMLJ0000000000142555,Kapur,X-11,97,Pohon Dewasa,icon/mature_tree.svg,38,1319,55,21.2,70,40,5.04,SELATAN,2.118588223,116.830213,Sudah Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1679,1904A09SMLJ0000000000140027,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,38,1457,50,21.3,60,40,4.18,SELATAN,2.117801775,116.8302546,Sudah Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1681,1904A09SMLJ0000000000140028,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,38,1291,50,23.3,57,44,4.57,SELATAN,2.117540861,116.8302302,Sudah Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1686,1904A09SMLJ0000000000140029,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,38,1290,57,19.4,64,50,4.95,SELATAN,2.116583921,116.830183,Sudah Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1690,1904A09SMLJ0000000000140030,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,38,,,,,,,SELATAN,2.116202601,116.8302847,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1703,1904A09SMLJ0000000000140031,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,38,,,,,,,SELATAN,2.114072418,116.8302481,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1710,1904A09SMLJ0000000000140043,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,38,,,,,,,SELATAN,2.113572281,116.830324,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1722,1904A09SMLJ0000000000140036,Meranti Kuning,X-11,97,Pohon Muda,icon/young_tree.svg,39,,,,,,,UTARA,2.11447425,116.830412,Belum Tebang,734,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1738,1904A09SMLJ0000000000140037,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,39,1316,71,23,87,55,9.11,UTARA,2.116895396,116.8303507,Sudah Tebang,734,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1750,1904A09SMLJ0000000000140038,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,39,,,,,,,UTARA,2.11841261,116.830322,Belum Tebang,734,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1751,1904A09SMLJ0000000000140039,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,39,,,,,,,UTARA,2.118656238,116.8304518,Belum Tebang,734,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1757,1904A09SMLJ0000000000140040,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,39,1308,59,22,70,48,6.01,UTARA,2.118970152,116.8304042,Sudah Tebang,734,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1759,1904A09SMLJ0000000000140041,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,39,,,,,,,UTARA,2.119334635,116.8303092,Belum Tebang,734,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1763,1904A09SMLJ0000000000140042,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,39,,,,,,,UTARA,2.119629507,116.8303767,Belum Tebang,734,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1771,1904A09SMLJ0000000000140044,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,40,,,,,,,SELATAN,2.118548383,116.8305533,Belum Tebang,740,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1777,1904A09SMLJ0000000000140045,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,40,1286,58,23.7,66,50,6.26,SELATAN,2.117754042,116.8306113,Sudah Tebang,740,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1779,1904A09SMLJ0000000000140046.01,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,40,1287,71,21.1,78,64,8.35,SELATAN,2.117636428,116.8306024,Sudah Tebang,740,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1779,1904A09SMLJ0000000000140046.02,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,40,1288,57,8.6,64,50,2.19,SELATAN,2.117636428,116.8306024,Sudah Tebang,740,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1781,1904A09SMLJ0000000000140047.01,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,40,1292,54,15.8,58,50,3.62,SELATAN,2.117362212,116.8305725,Sudah Tebang,740,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1781,1904A09SMLJ0000000000140047.02,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,40,1293,45,11.5,50,40,1.83,SELATAN,2.117362212,116.8305725,Sudah Tebang,740,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1805,1904A09SMLJ0000000000140048,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,40,,,,,,,SELATAN,2.115045439,116.8306285,Belum Tebang,740,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1819,1904A09SMLJ0000000000140071,Meranti Kuning,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.1139652,116.8307472,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1823,1904A09SMLJ0000000000140072,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.114489901,116.8307655,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1824,1904A09SMLJ0000000000140073,Bangkirai,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.11492904,116.8308462,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1833,1904A09SMLJ0000000000140032,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.116862388,116.8307402,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1835,1904A09SMLJ0000000000140033,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.116943807,116.8306952,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1836,1904A09SMLJ0000000000140034,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.116989058,116.8308301,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1837,1904A09SMLJ0000000000140035,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.117059943,116.8307549,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1838,1904A09SMLJ0000000000140061,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.117132321,116.8307639,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1845,1904A09SMLJ0000000000140062,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,41,1277,77,19.2,88,67,8.94,UTARA,2.118092886,116.8307569,Sudah Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1846,1904A09SMLJ0000000000140063,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.118465478,116.830721,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1849,1904A09SMLJ0000000000140064,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.118610231,116.830712,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1851,1904A09SMLJ0000000000140065,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.118997245,116.8306949,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1854,1904A09SMLJ0000000000140066,Kapur,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.119537532,116.8307121,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1859,1904A09SMLJ0000000000140067,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,41,,,,,,,UTARA,2.119854012,116.8306787,Belum Tebang,742,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1875,1904A09SMLJ0000000000140056,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,42,1306,61,22.8,72,50,6.66,SELATAN,2.118748345,116.8309243,Sudah Tebang,738,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1877,1904A09SMLJ0000000000140057,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,42,1309,61,19.5,70,53,5.7,SELATAN,2.118239385,116.830982,Sudah Tebang,738,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1878,1904A09SMLJ0000000000140058,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,42,1282,58,23,71,45,6.08,SELATAN,2.118203203,116.8310359,Sudah Tebang,738,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1881,1904A09SMLJ0000000000140059,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,42,1280,61,20.3,72,50,5.93,SELATAN,2.11710379,116.8309358,Sudah Tebang,738,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1885,1904A09SMLJ0000000000140060,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,42,1279,66,18,71,62,6.16,SELATAN,2.116924655,116.8309102,Sudah Tebang,738,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1891,1904A09SMLJ0000000000140068,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,42,,,,,,,SELATAN,2.11576638,116.831017,Belum Tebang,738,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1914,1904A09SMLJ0000000000140069,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,42,,,,,,,SELATAN,2.11346507,116.8310157,Belum Tebang,738,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1915,1904A09SMLJ0000000000140070,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,43,1305,66,15,72,60,5.13,UTARA,2.119705593,116.8311831,Sudah Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1921,1904A09SMLJ0000000000140074,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,43,,,,,,,UTARA,2.11433411,116.8311485,Belum Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1926,1904A09SMLJ0000000000140075,Keruing,X-11,97,Pohon Muda,icon/young_tree.svg,43,,,,,,,UTARA,2.114805221,116.8310892,Belum Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1933,1904A09SMLJ0000000000140076,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,43,,,,,,,UTARA,2.115424009,116.8311287,Belum Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1934,1904A09SMLJ0000000000140077,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,43,,,,,,,UTARA,2.115460207,116.8312097,Belum Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1936,1904A09SMLJ0000000000140078,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,43,,,,,,,UTARA,2.11554679,116.831103,Belum Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1942,1904A09SMLJ0000000000140079,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,43,,,,,,,UTARA,2.116063156,116.8311513,Belum Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1944,1904A09SMLJ0000000000140080,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,43,,,,,,,UTARA,2.116207906,116.8311063,Belum Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1946,1904A09SMLJ0000000000140081,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,43,1318,76,19.6,82,70,8.89,UTARA,2.117082449,116.8312384,Sudah Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1947,1904A09SMLJ0000000000140082,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,43,1274,57,21.3,64,50,5.44,UTARA,2.117154814,116.8311305,Sudah Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1957,1904A09SMLJ0000000000140083,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,43,1303,47,20.4,55,40,3.54,UTARA,2.118149401,116.8311917,Sudah Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1961,1904A09SMLJ0000000000140084,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,43,1295,57,21.8,65,50,5.56,UTARA,2.118529327,116.831221,Sudah Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1962,1904A09SMLJ0000000000140085,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,43,1296,69,20.4,80,58,7.63,UTARA,2.118583609,116.831212,Sudah Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1967,1904A09SMLJ0000000000140049,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,44,1276,60,14.7,69,51,4.16,SELATAN,2.119472063,116.8314733,Sudah Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1969,1904A09SMLJ0000000000140050,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,44,1453,45,18,52,39,2.86,SELATAN,2.119390635,116.8314463,Sudah Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1981,1904A09SMLJ0000000000140051,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,44,1302,56,23.7,62,50,5.84,SELATAN,2.117133318,116.8313955,Sudah Tebang,712,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1988,1904A09SMLJ0000000000140052,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,44,1307,54,19.3,59,50,4.42,SELATAN,2.116686196,116.8314589,Sudah Tebang,704,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1989,1904A09SMLJ0000000000140053,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,44,1297,49,19.7,59,40,3.71,SELATAN,2.116659055,116.8314679,Sudah Tebang,704,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1990,1904A09SMLJ0000000000140054,Jabon,X-11,97,Pohon Muda,icon/young_tree.svg,44,,,,,,,SELATAN,2.116335883,116.8314236,Belum Tebang,704,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
2007,1904A09SMLJ0000000000140087,Kempas,X-11,97,Pohon Muda,icon/young_tree.svg,44,,,,,,,SELATAN,2.114670791,116.8314258,Belum Tebang,704,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
2009,1904A09SMLJ0000000000140088,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,44,,,,,,,SELATAN,2.114553169,116.8313449,Belum Tebang,704,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
2010,1904A09SMLJ0000000000140089,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,44,,,,,,,SELATAN,2.114132294,116.8313816,Belum Tebang,704,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
2011,1904A09SMLJ0000000000140090,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,44,,,,,,,SELATAN,2.114023732,116.8314176,Belum Tebang,704,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
2019,1904A09SMLJ0000000000140093,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,45,,,,,,,UTARA,2.113542817,116.8315703,Belum Tebang,699,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
2020,1904A09SMLJ0000000000140094,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,45,,,,,,,UTARA,2.113588063,116.8316692,Belum Tebang,699,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
2022,1904A09SMLJ0000000000140095,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,45,,,,,,,UTARA,2.113651387,116.8316152,Belum Tebang,699,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
2023,1904A09SMLJ0000000000140096,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,45,,,,,,,UTARA,2.113888466,116.8316055,Belum Tebang,699,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
2028,1904A09SMLJ0000000000140097,Kempas,X-11,97,Pohon Muda,icon/young_tree.svg,45,,,,,,,UTARA,2.11429054,116.8315599,Belum Tebang,699,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
