nomor_pohon,barcode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image1Caption,Image1Source,Image1SourceLink,Image2,Image2Caption,Image2Source,Image2SourceLink,Image3,Image4,chart_link
27,1904A09SMLJ0000000000128694.01,Leban perak,Vitex sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,60,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134195592,116.7887813,5.146335999,3.44,Belum,-,-,Hari Yudistira,21/09/2021 14:17,200000,4215.31,-,"Chave et al, 2014",media/1632265912646.jpg,Caption,Source,SourceLink,media/1632265975666.jpg,Caption,Source,SourceLink,media/1632266187956.jpg,media/1632266240245.jpg,
27,1904A09SMLJ0000000000128694.02,Leban perak,Vitex sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,45,13,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134195592,116.7887813,10.62592942,3.44,Belum,-,-,Hari Yudistira,21/09/2021 14:32,200000,2090.71,-,"Chave et al, 2014",media/1632266791724.jpg,Caption,Source,SourceLink,media/1632266838898.jpg,Caption,Source,SourceLink,media/1632267074722.jpg,media/1632267133866.jpg,
29,1904A09SMLJ0000000000128695,Asam kandis,Garcinia parfipolia,Pohon Muda,icon/young_tree.svg,Not Defined,34.7,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134446822,116.7887121,3.534858706,3.21,Belum,-,-,Hari Yudistira,21/09/2021 14:51,50000,1682.27,-,"Chave et al, 2014",media/1632268143489.jpg,Caption,Source,SourceLink,media/1632268172351.jpg,Caption,Source,SourceLink,media/1632268210189.jpg,media/1632268252371.jpg,
36,1904A09SMLJ0000000000128696,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,52,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.135264522,116.7886929,8.268010248,3.18,Belum,-,-,Hari Yudistira,21/09/2021 15:00,200000,4257.35,-,"Chave et al, 2014",media/1632268633705.jpg,Caption,Source,SourceLink,media/1632268706845.jpg,Caption,Source,SourceLink,media/1632268758955.jpg,media/1632268780986.jpg,
39,1904A09SMLJ0000000000128697,Asam kandis,Garcinia parfipolia,Pohon Muda,icon/young_tree.svg,Not Defined,37,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.135995264,116.7888126,5.33806168,3.18,Belum,-,-,Hari Yudistira,21/09/2021 15:05,50000,2832.49,-,"Chave et al, 2014",media/1632268938721.jpg,Caption,Source,SourceLink,media/1632268961942.jpg,Caption,Source,SourceLink,media/1632269102450.jpg,media/1632269112346.jpg,
45,1904A09SMLJ0000000000128698,Asam kandis,Garcinia parfipolia,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.136620246,116.7888638,-21.84595963,3.18,Belum,-,-,Hari Yudistira,21/09/2021 15:09,200000,3298.07,-,"Chave et al, 2014",media/1632269277482.jpg,Caption,Source,SourceLink,media/1632269311385.jpg,Caption,Source,SourceLink,media/1632269341024.jpg,media/1632269357659.jpg,
48,1904A09SMLJ0000000000128699.01,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,47,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.136459505,116.7888903,7.274821296,3.18,Belum,-,-,Hari Yudistira,21/09/2021 15:13,200000,4345.3,-,"Chave et al, 2014",media/1632269496473.jpg,Caption,Source,SourceLink,media/1632269518195.jpg,Caption,Source,SourceLink,media/1632269558569.jpg,media/1632269572395.jpg,
48,1904A09SMLJ0000000000128699.02,Kelat,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.136459505,116.7888903,-5.043294669,3.19,Belum,-,-,Hari Yudistira,21/09/2021 15:23,200000,2869.22,-,"Chave et al, 2014",media/1632270067327.jpg,Caption,Source,SourceLink,media/1632270116773.jpg,Caption,Source,SourceLink,media/1632270145120.jpg,media/1632270171300.jpg,
55,1904A09SMLJ0000000000128700,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,44,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.135638733,116.7890309,27.54425996,3.19,Belum,-,-,Hari Yudistira,21/09/2021 15:28,200000,3072.7,-,"Chave et al, 2014",media/1632270427773.jpg,Caption,Source,SourceLink,media/1632270451655.jpg,Caption,Source,SourceLink,media/1632270478351.jpg,media/1632270493947.jpg,
59,1904A09SMLJ0000000000128701,Asam kandis,Garcinia parfipolia,Pohon Muda,icon/young_tree.svg,Not Defined,37,22,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.135065299,116.7889751,19.33617475,3.17,Belum,-,-,Hari Yudistira,21/09/2021 15:32,50000,2092.68,-,"Chave et al, 2014",media/1632270668960.jpg,Caption,Source,SourceLink,media/1632270687002.jpg,Caption,Source,SourceLink,media/1632270727228.jpg,media/1632270760542.jpg,
74,1904A09SMLJ0000000000128703,Rengas,Gluta renghas,Pohon Dewasa,icon/mature_tree.svg,Not Defined,48,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134476744,116.7889364,-8.18634436,3.16,Belum,-,-,Hari Yudistira,21/09/2021 15:44,200000,3379.76,-,"Chave et al, 2014",media/1632271342231.jpg,Caption,Source,SourceLink,media/1632271388110.jpg,Caption,Source,SourceLink,media/1632271411245.jpg,media/1632271433978.jpg,
76,1904A09SMLJ0000000000128704,Timah-Timah,Ilex,Pohon Muda,icon/young_tree.svg,Not Defined,36,17,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.13434098,116.7889357,7.564393531,3.15,Belum,-,-,Hari Yudistira,21/09/2021 15:47,50000,1541.35,-,"Chave et al, 2014",media/1632271544654.jpg,Caption,Source,SourceLink,media/1632271591474.jpg,Caption,Source,SourceLink,media/1632271613110.jpg,media/1632271635190.jpg,
83,1904A09SMLJ0000000000128705,Belanti,Coccoceras borneense,Pohon Muda,icon/young_tree.svg,Not Defined,39,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.1332787,116.7889492,15.6224351,3.16,Belum,-,-,Hari Yudistira,21/09/2021 15:53,50000,2370.46,-,"Chave et al, 2014",media/1632271802104.jpg,Caption,Source,SourceLink,media/1632271940642.jpg,Caption,Source,SourceLink,media/1632271959201.jpg,media/1632271983585.jpg,
89,1904A09SMLJ0000000000128707.01,Buto Buto/Guah Guah,-,Pohon Muda,icon/young_tree.svg,Not Defined,39,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132678388,116.7889291,7.754886284,3.13,Belum,-,-,Hari Yudistira,21/09/2021 16:00,50000,2740.58,-,"Brown, 1997",media/1632272331076.jpg,Caption,Source,SourceLink,media/1632272368458.jpg,Caption,Source,SourceLink,media/1632272406973.jpg,media/1632272427889.jpg,
89,1904A09SMLJ0000000000128707.02,Buto Buto/Guah Guah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,17,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132678388,116.7889291,10.23583197,3.13,Belum,-,-,Hari Yudistira,21/09/2021 16:03,200000,3305.75,-,"Brown, 1997",media/1632272556053.jpg,Caption,Source,SourceLink,media/1632272578707.jpg,Caption,Source,SourceLink,media/1632272610589.jpg,media/1632272626879.jpg,
92,1904A09SMLJ0000000000128708,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,33,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132209375,116.7889272,5.594407757,3.13,Belum,-,-,Hari Yudistira,21/09/2021 16:07,50000,1323.43,-,"Chave et al, 2014",media/1632272733324.jpg,Caption,Source,SourceLink,media/1632272759313.jpg,Caption,Source,SourceLink,media/1632272826815.jpg,media/1632272852993.jpg,
93,1904A09SMLJ0000000000128709,Buto Buto/Guah Guah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,51,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132116689,116.7889445,11.22594104,3.13,Belum,-,-,Hari Yudistira,21/09/2021 16:12,200000,5402.59,-,"Brown, 1997",media/1632272967560.jpg,Caption,Source,SourceLink,media/1632273096979.jpg,Caption,Source,SourceLink,media/1632273147660.jpg,media/1632273164515.jpg,
94,1904A09SMLJ0000000000128710,Buto Buto/Guah Guah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,51,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.13211668,116.7888815,8.126473977,3.12,Belum,-,-,Hari Yudistira,21/09/2021 16:17,200000,5402.59,-,"Brown, 1997",media/1632273330548.jpg,Caption,Source,SourceLink,media/1632273351148.jpg,Caption,Source,SourceLink,media/1632273428110.jpg,media/1632273456599.jpg,
96,1904A09SMLJ0000000000128711,Leban bunga,Vitex Pinnata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,47,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.131516883,116.7888705,12.76935094,3.12,Belum,-,-,Hari Yudistira,21/09/2021 16:23,200000,5057.61,-,"Chave et al, 2014",media/1632273613570.jpg,Caption,Source,SourceLink,media/1632273650439.jpg,Caption,Source,SourceLink,media/1632273779847.jpg,media/1632273801926.jpg,
104,1904A09SMLJ0000000000128712,Buto Buto/Gurah Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132673953,116.789073,11.04325398,3.12,Belum,-,-,Hari Yudistira,21/09/2021 16:27,200000,2921.87,-,"Brown, 1997",media/1632273915993.jpg,Caption,Source,SourceLink,media/1632273937902.jpg,Caption,Source,SourceLink,media/1632274003142.jpg,media/1632274016088.jpg,
109,1904A09SMLJ0000000000128714.01,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132803153,116.7891424,-6.898748652,3.15,Belum,-,-,Hari Yudistira,21/09/2021 16:32,200000,3328.42,-,"Chave et al, 2014",media/1632274237645.jpg,Caption,Source,SourceLink,media/1632274271449.jpg,Caption,Source,SourceLink,media/1632274298132.jpg,media/1632274331157.jpg,
109,1904A09SMLJ0000000000128714.02,Asam kandis,Garcinia parfipolia,Pohon Muda,icon/young_tree.svg,Not Defined,36,12,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132803153,116.7891424,-4.612478122,3.24,Belum,-,-,Hari Yudistira,21/09/2021 16:59,50000,1097.87,-,"Chave et al, 2014",media/1632275889280.jpg,Caption,Source,SourceLink,media/1632275910629.jpg,Caption,Source,SourceLink,media/1632275948264.jpg,media/1632275970642.jpg,
111,1904A09SMLJ0000000000128715,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,52,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.133380567,116.7891167,12.3126142,3.23,Belum,-,-,Putri,21/09/2021 17:02,200000,3215.13,-,"Chave et al, 2014",media/1632276092166.jpg,Caption,Source,SourceLink,media/1632276109895.jpg,Caption,Source,SourceLink,media/1632276129833.jpg,media/1632276139881.jpg,
112,1904A09SMLJ0000000000128716,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,44,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.133380562,116.7890808,5.230679448,3.23,Belum,-,-,Hari Yudistira,21/09/2021 17:06,200000,3072.7,-,"Chave et al, 2014",media/1632276265085.jpg,Caption,Source,SourceLink,media/1632276282768.jpg,Caption,Source,SourceLink,media/1632276377917.jpg,media/1632276402606.jpg,
116,1904A09SMLJ0000000000128717,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,13,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.133943785,116.7891725,11.89174077,3.21,Belum,-,-,Devita,21/09/2021 14:52,200000,1758.16,-,"Chave et al, 2014",media/1632210660923.jpg,Caption,Source,SourceLink,media/1632210681801.jpg,Caption,Source,SourceLink,media/1632210706508.jpg,media/1632210732695.jpg,
125,1904A09SMLJ0000000000128718.01,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,47.7,23,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134977284,116.7891558,7.973805814,3.19,Belum,-,-,Jefri Neldi,21/09/2021 15:08,200000,4122.96,-,"Chave et al, 2014",media/1632211634024.jpg,Caption,Source,SourceLink,media/1632211648950.jpg,Caption,Source,SourceLink,media/1632211700642.jpg,media/1632211722460.jpg,
125,1904A09SMLJ0000000000128718.02,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134977284,116.7891558,5.085303261,3.2,Belum,-,-,Jefri Neldi,21/09/2021 15:18,200000,5057.13,-,"Chave et al, 2014",media/1632212202231.jpg,Caption,Source,SourceLink,media/1632212221260.jpg,Caption,Source,SourceLink,media/1632212250805.jpg,media/1632212277427.jpg,
134,1904A09SMLJ0000000000128719,Bintangor,Calophyllum sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,44.9,29,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.136748614,116.7892103,12.15874444,3.22,Belum,-,-,Juliardi,21/09/2021 15:22,200000,4095.02,-,"Chave et al, 2014",media/1632212481152.jpg,Caption,Source,SourceLink,media/1632212496016.jpg,Caption,Source,SourceLink,media/1632212525438.jpg,media/1632212542778.jpg,
155,1904A09SMLJ0000000000128721,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,43.9,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134838178,116.7893082,9.78701103,3.22,Belum,-,-,Deviya,21/09/2021 15:30,200000,3803.43,-,"Chave et al, 2014",media/1632212916061.jpg,Caption,Source,SourceLink,media/1632212952387.jpg,Caption,Source,SourceLink,media/1632212974143.jpg,media/1632212992976.jpg,
158,1904A09SMLJ0000000000128722.01,Asam Kandis,Garcinia parfipolia,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,18,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134639251,116.7894018,9.741015031,3.19,Belum,-,-,Rindi,21/09/2021 15:39,200000,2003.25,-,"Chave et al, 2014",media/1632213466592.jpg,Caption,Source,SourceLink,media/1632213489856.jpg,Caption,Source,SourceLink,media/1632213534703.jpg,media/1632213552172.jpg,
158,1904A09SMLJ0000000000128722.02,Loban,Vitex Pinnata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,59,23,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134639251,116.7894018,26.27380495,3.19,Belum,-,-,Didi Trianto,21/09/2021 15:47,200000,7267.25,-,"Chave et al, 2014",media/1632213994186.jpg,Caption,Source,SourceLink,media/1632214007335.jpg,Caption,Source,SourceLink,media/1632214041126.jpg,media/1632214070133.jpg,
182,1904A09SMLJ0000000000128724,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,46,17,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132426379,116.789311,22.6945119,3.22,Belum,-,-,Rindi,21/09/2021 16:10,200000,2859.67,-,"Chave et al, 2014",media/1632215397703.jpg,Caption,Source,SourceLink,media/1632215409823.jpg,Caption,Source,SourceLink,media/1632215434158.jpg,media/1632215449121.jpg,
186,1904A09SMLJ0000000000128725.01,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,50,17,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132187777,116.7894527,5.110941808,3.25,Belum,-,-,M. Arifin,21/09/2021 16:41,200000,3365.14,-,"Chave et al, 2014",media/1632217127292.jpg,Caption,Source,SourceLink,media/1632217218909.jpg,Caption,Source,SourceLink,media/1632217258365.jpg,media/1632217273360.jpg,
186,1904A09SMLJ0000000000128725.02,Rengas,Gluta renghas,Pohon Dewasa,icon/mature_tree.svg,Not Defined,64,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132187777,116.7894527,11.71097313,3.24,Belum,-,-,Albano Amaral,21/09/2021 16:46,200000,7368.01,-,"Chave et al, 2014",media/1632217475186.jpg,Caption,Source,SourceLink,media/1632217498283.jpg,Caption,Source,SourceLink,media/1632217523357.jpg,media/1632217560248.jpg,
191,1904A09SMLJ0000000000128726,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,23,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.131937566,116.7892944,13.61163903,3.23,Belum,-,-,Agustar,21/09/2021 16:52,200000,3068.28,-,"Chave et al, 2014",media/1632217842099.jpg,Caption,Source,SourceLink,media/1632217856116.jpg,Caption,Source,SourceLink,media/1632217891103.jpg,media/1632217921059.jpg,
199,1904A09SMLJ0000000000128727,Bengku,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,73,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.13245195,116.7897298,10.88271224,3.23,Belum,-,-,M. Arifin,21/09/2021 16:58,200000,13386.17,-,"Brown, 1997",media/1632218208312.jpg,Caption,Source,SourceLink,media/1632218222194.jpg,Caption,Source,SourceLink,media/1632218254390.jpg,media/1632218283338.jpg,
200,1904A09SMLJ0000000000128728,Kandis,Garcinia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44.58,24,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132907616,116.7897182,56.72035868,3.21,Belum,-,-,Rindi,21/09/2021 15:00,200000,4373.37,-,"Chave et al, 2014",media/1632211102971.jpg,Caption,Source,SourceLink,media/1632211162637.jpg,Caption,Source,SourceLink,media/1632211205316.jpg,media/1632211243496.jpg,
202,1904A09SMLJ0000000000128729,Loban,Vitex Pinnata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,55.4,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.132983254,116.7897052,41.76637785,3.19,Belum,-,-,Alfitra,21/09/2021 15:43,200000,5607.34,-,"Chave et al, 2014",media/1632213715467.jpg,Caption,Source,SourceLink,media/1632213733590.jpg,Caption,Source,SourceLink,media/1632213751431.jpg,media/1632213787310.jpg,
209,1904A09SMLJ0000000000128730,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41.4,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.133797853,116.7896529,4.706241118,3.28,Belum,-,-,Abu Bakar,21/09/2021 15:54,200000,2060.37,-,"Chave et al, 2014",media/1632214414620.jpg,Caption,Source,SourceLink,media/1632214430803.jpg,Caption,Source,SourceLink,media/1632214449573.jpg,media/1632214473579.jpg,
210,1904A09SMLJ0000000000128731,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,43.6,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.133797838,116.789545,5.846736783,3.28,Belum,-,-,Jefri Neldi,21/09/2021 16:08,200000,1534.52,-,"Chave et al, 2014",media/1632214620849.jpg,Caption,Source,SourceLink,media/1632214639538.jpg,Caption,Source,SourceLink,media/1632214658958.jpg,media/1632215127148.jpg,
212,1904A09SMLJ0000000000128732,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,51,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.13415071,116.7895256,3.770229366,3.2,Belum,-,-,Devita,21/09/2021 16:14,200000,4099,-,"Chave et al, 2014",media/1632215589671.jpg,Caption,Source,SourceLink,media/1632215607966.jpg,Caption,Source,SourceLink,media/1632215629897.jpg,media/1632215654598.jpg,
223,1904A09SMLJ0000000000128733,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,63.6,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134870839,116.789614,2.923759045,3.2,Belum,-,-,M. Farouq Ikhsan,21/09/2021 16:22,200000,7842.11,-,"Chave et al, 2014",media/1632215963557.jpg,Caption,Source,SourceLink,media/1632216020004.jpg,Caption,Source,SourceLink,media/1632216042822.jpg,media/1632216081641.jpg,
224,1904A09SMLJ0000000000128734,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,50.9,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.135132553,116.7896638,-11.52962174,3.35,Belum,-,-,Abu Bakar,22/09/2021 10:41,200000,6065.67,-,"Chave et al, 2014",media/1632282060167.jpg,Caption,Source,SourceLink,media/1632282070715.jpg,Caption,Source,SourceLink,media/1632282089782.jpg,media/1632282106469.jpg,
226,1904A09SMLJ0000000000128735,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,35.35,27,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.135295245,116.7895704,-8.103083095,3.35,Belum,-,-,Abu Bakar,22/09/2021 10:47,50000,2686.35,-,"Chave et al, 2014",media/1632282371113.jpg,Caption,Source,SourceLink,media/1632282397859.jpg,Caption,Source,SourceLink,media/1632282416198.jpg,media/1632282442846.jpg,
227,1904A09SMLJ0000000000128736,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,46.8,27,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.135277154,116.7895974,-8.941440298,3.38,Belum,-,-,Abu Bakar,22/09/2021 10:52,200000,4645.43,-,"Chave et al, 2014",media/1632282691811.jpg,Caption,Source,SourceLink,media/1632282707861.jpg,Caption,Source,SourceLink,media/1632282731113.jpg,media/1632282742512.jpg,
229,1904A09SMLJ0000000000128737,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40.7,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.135623994,116.7895991,-11.24042041,3.39,Belum,-,-,Abu Bakar,22/09/2021 10:55,200000,3281.05,-,"Chave et al, 2014",media/1632282856171.jpg,Caption,Source,SourceLink,media/1632282876861.jpg,Caption,Source,SourceLink,media/1632282895327.jpg,media/1632282908418.jpg,
230,1904A09SMLJ0000000000128738,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40.1,26,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.13568386,116.7896402,-7.274583283,3.4,Belum,-,-,Abu Bakar,22/09/2021 10:58,200000,3311.67,-,"Chave et al, 2014",media/1632283039875.jpg,Caption,Source,SourceLink,media/1632283049822.jpg,Caption,Source,SourceLink,media/1632283074486.jpg,media/1632283089173.jpg,
231,1904A09SMLJ0000000000128739,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,50.1,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.135991186,116.7896181,-10.09781468,3.4,Belum,-,-,Abu Bakar,22/09/2021 11:00,200000,5498,-,"Chave et al, 2014",media/1632283186512.jpg,Caption,Source,SourceLink,media/1632283204648.jpg,Caption,Source,SourceLink,media/1632283230258.jpg,media/1632283243482.jpg,
236,1904A09SMLJ0000000000128740,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40.7,27,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.136435524,116.7895855,-6.624798809,3.4,Belum,-,-,Abu Bakar,22/09/2021 11:04,200000,3537,-,"Chave et al, 2014",media/1632283395682.jpg,Caption,Source,SourceLink,media/1632283411066.jpg,Caption,Source,SourceLink,media/1632283429036.jpg,media/1632283447443.jpg,
247,1904A09SMLJ0000000000128741,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41.7,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.136420136,116.7897295,-8.491432562,3.38,Belum,-,-,Abu Bakar,22/09/2021 11:08,200000,3842.62,-,"Chave et al, 2014",media/1632283647155.jpg,Caption,Source,SourceLink,media/1632283662652.jpg,Caption,Source,SourceLink,media/1632283683344.jpg,media/1632283696997.jpg,
249,1904A09SMLJ0000000000128742,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,38.2,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.136150107,116.7898061,-8.32200936,3.39,Belum,-,-,Abu Bakar,22/09/2021 11:13,50000,3463.8,-,"Chave et al, 2014",media/1632283921430.jpg,Caption,Source,SourceLink,media/1632283941830.jpg,Caption,Source,SourceLink,media/1632283960498.jpg,media/1632283981987.jpg,
253,1904A09SMLJ0000000000128744,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,34.7,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.135175715,116.7897485,-10.7097048,3.07,Belum,-,-,M. Farouq Ikhsan,22/09/2021 13:31,50000,1932.96,-,"Chave et al, 2014",media/1632292184590.jpg,Caption,Source,SourceLink,media/1632292195876.jpg,Caption,Source,SourceLink,media/1632292261524.jpg,media/1632292293813.jpg,
260,1904A09SMLJ0000000000128745,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134908125,116.7899039,33.47747189,3.03,Belum,-,-,Jefri Neldi,22/09/2021 14:03,200000,2551.07,-,"Chave et al, 2014",media/1632294181740.jpg,Caption,Source,SourceLink,media/1632294196001.jpg,Caption,Source,SourceLink,media/1632294209185.jpg,media/1632294226363.jpg,
267,1904A09SMLJ0000000000128746,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,92,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,2.134706383,116.7898435,42.53127382,3.02,Belum,-,-,Jefri Neldi,22/09/2021 15:12,200000,19261.02,-,"Chave et al, 2014",media/1632298218690.jpg,Caption,Source,SourceLink,media/1632298293509.jpg,Caption,Source,SourceLink,media/1632298338188.jpg,media/1632298366627.jpg,
